account_id,customer_name,national_id,phone_number,origination_date,months_on_book,age,gender,nationality,region,employer_sector,product_type,loan_amount_sar,outstanding_balance_sar,monthly_installment_sar,interest_rate_pct,loan_tenure_months,remaining_tenure_months,collateral_flag,current_dpd,delinquency_bucket,max_dpd_ever,dpd_trend,times_entered_30dpd,ontime_payment_ratio,partial_payment_frequency,avg_payment_ratio,total_payments_made,total_amount_paid_sar,months_since_last_payment,last_payment_amount_sar,total_ptps_made,ptps_kept,ptps_broken,consecutive_broken_ptps,ptp_reliability_rate,avg_days_late_broken_ptp,has_active_ptp,ptp_due_date,ptp_amount_sar,ptp_captured_by,call_pickup_rate,sms_response_rate,whatsapp_response_rate,email_response_rate,preferred_contact_window,days_since_last_contact,contact_attempts_30d,right_party_contact_rate,monthly_income_sar,salary_day,days_to_next_salary,dti_ratio,other_active_loans,bureau_score_at_origination,job_loss_flag,medical_hardship_flag,family_status_change,dispute_flag,fraud_suspected_flag,legal_action_flag,handling_type,assigned_agent_name,assigned_agent_id,settlement_eligible,ots_discount_pct,waiver_requested,ptp_score,pay_probability,risk_tier,recommended_channel,outcome_label
WAT-003661,Hind Al-Ahmadi,1580119236,0526594496,2019-05-12,82,33,Female,Saudi,Jeddah,Private - SME,Auto Finance,105500,19500,2060,6.33,60,0,True,70,61-90 DPD,76,Improving,2,0.18,0.71,0.15,14,4500,4,0,5,3,2,1,0.6,23,False,,0,,0.41,0.42,0.6,0.06,9am-12pm,6,10,0.26,4400,1,7,0.468,1,660,False,False,False,False,False,False,Human Led,Faisal Al-Rashidi,AGT-001,False,0,False,490,0.345,High Risk,AI Voice,Pending
WAT-003662,Majed Al-Harbi,1415359980,0529588542,2024-04-21,23,22,Male,Saudi,Other,Private - Large,Home Finance,646500,604500,5820,9.87,300,277,True,190,Write-off,233,Worsening,4,0.17,0.6,0.16,3,3000,18,0,18,7,11,1,0.39,8,True,2026-04-11,5300,Human Agent,0.3,0.13,0.17,0.01,12pm-3pm,15,15,0.26,15700,28,4,0.371,0,486,False,False,False,False,False,False,Human Led,Sara Al-Mutairi,AGT-004,True,15,False,311,0.02,Very High Risk,Human Agent,Not Paid
WAT-003663,Majed Al-Dosari,2981061442,0552917920,2020-06-06,69,40,Male,Expat-Other,Dammam,Military/Security,Personal Finance,100000,21500,2520,9.75,48,0,False,140,NPA,179,Improving,5,0.21,0.61,0.17,14,6000,5,0,3,0,3,2,0.0,17,False,,0,,0.11,0.1,0.18,0.03,6pm-9pm,37,9,0.09,22300,29,5,0.113,0,746,False,False,False,False,False,False,Human Led,Wafa Al-Shammari,AGT-028,False,0,False,311,0.02,Very High Risk,Human Agent,Not Paid
WAT-003664,Mohammed Al-Asmari,1820193748,0547825952,2023-01-31,37,47,Male,Saudi,Riyadh,Government,Auto Finance,69500,43000,1430,8.71,60,23,True,615,Write-off,642,Worsening,4,0.16,1.0,0.13,5,1000,15,0,6,0,6,2,0.0,20,False,,0,,0.1,0.31,0.4,0.09,After 9pm,22,17,0.08,11800,1,7,0.121,1,577,False,False,False,False,False,False,Human Led,Ghada Al-Bogami,AGT-024,True,15,False,311,0.02,Very High Risk,Human Agent,Pending
WAT-003665,Mansour Al-Omari,1266238128,0531188677,2024-02-18,25,30,Male,Saudi,Madinah,Government,Personal Finance,88500,35000,2740,7.3,36,11,False,60,31-60 DPD,66,Improving,2,0.65,0.22,0.52,16,23000,1,0,4,1,3,0,0.25,31,True,2026-03-31,2300,Human Agent,0.57,0.55,0.91,0.11,3pm-6pm,1,6,0.45,15900,29,5,0.172,1,686,False,False,False,False,False,False,AI + Human,Ghada Al-Bogami,AGT-024,False,0,True,839,0.98,Low Risk,SMS,Pending
WAT-003666,Saad Al-Balawi,2950424725,0567598031,2020-09-17,66,41,Male,Expat-Asian,Riyadh,Private - SME,Personal Finance,16000,4500,710,6.55,24,0,True,79,61-90 DPD,136,Worsening,5,0.33,0.34,0.34,21,5000,4,0,3,1,2,2,0.33,34,False,,0,,0.35,0.5,0.61,0.08,9am-12pm,4,7,0.32,13700,26,2,0.052,0,551,False,False,False,False,False,False,Human Led,Fatima Al-Khaldi,AGT-020,False,0,False,781,0.874,Low Risk,SMS,Paid
WAT-003667,Khalid Al-Harbi,1176355739,0530198915,2019-07-16,80,49,Male,Saudi,Madinah,Government,Home Finance,540000,362500,5140,9.8,240,160,True,58,31-60 DPD,107,Worsening,3,0.41,0.25,0.28,32,46000,2,0,4,1,3,3,0.25,38,False,,0,,0.74,0.19,0.23,0.02,9am-12pm,3,7,0.48,13400,26,2,0.384,1,475,False,True,False,False,False,False,AI + Human,Turki Al-Harbi,AGT-007,False,0,False,709,0.743,Low Risk,SMS,Paid
WAT-003668,Sara Al-Otaibi,1949170950,0565762742,2022-09-02,42,33,Female,Saudi,Jeddah,Government,Personal Finance,72500,29000,1750,7.52,48,6,False,30,1-30 DPD,55,Worsening,5,0.8,0.4,0.59,33,34000,0,900,0,0,0,0,,0,False,,0,,0.42,0.21,0.32,0.15,9am-12pm,7,1,0.34,5600,27,3,0.312,1,692,False,True,False,False,False,False,AI + Human,Sara Al-Mutairi,AGT-004,True,15,False,839,0.98,Low Risk,SMS,Pending
WAT-003669,Bandar Al-Subaie,1258193536,0527317111,2025-09-13,6,22,Male,Saudi,Riyadh,Government,Gold Finance,47000,31500,4130,9.77,12,6,True,19,1-30 DPD,36,Worsening,2,0.97,0.34,0.85,5,17500,1,0,2,1,1,1,0.5,17,True,2026-04-06,6300,AI,0.44,0.08,0.1,0.28,3pm-6pm,1,1,0.4,6800,29,5,0.607,1,730,False,False,False,False,False,False,AI + Human,Adel Al-Thubaiti,AGT-021,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-003670,Khalid Al-Zahrani,1243065445,0576446344,2021-08-06,55,22,Male,Saudi,Riyadh,Semi-Government,Home Finance,720500,556500,6080,8.11,240,185,True,149,NPA,150,Improving,6,0.25,0.37,0.27,13,21500,8,0,6,0,6,4,0.0,13,False,,0,,0.65,0.28,0.31,0.2,9am-12pm,14,20,0.47,6600,1,7,0.9,1,646,True,False,False,False,False,False,Human Led,Reem Al-Dosari,AGT-010,True,10,False,311,0.02,Very High Risk,Human Agent,Not Paid
WAT-003671,Rayan Al-Harbi,2440677987,0521123725,2022-08-31,42,48,Male,Expat-Arab,Makkah,Private - Large,Personal Finance,74500,28500,1480,7.0,60,18,False,16,1-30 DPD,73,Improving,0,0.64,0.25,0.55,26,21000,0,1000,2,1,1,1,0.5,23,True,2026-04-05,1500,Human Agent,0.51,0.34,0.4,0.03,3pm-6pm,6,1,0.37,12000,25,1,0.123,3,679,False,False,False,True,False,False,AI + Human,Khaled Al-Otaibi,AGT-003,False,0,False,839,0.98,Low Risk,SMS,Pending
WAT-003672,Fahad Al-Khaldi,1767064319,0579527970,2022-01-29,49,57,Male,Saudi,Jeddah,Government,Auto Finance,102500,35000,2120,8.9,60,11,True,38,31-60 DPD,40,Worsening,1,0.59,0.31,0.59,28,35000,1,0,4,2,2,1,0.5,12,True,2026-04-09,1800,AI,0.56,0.3,0.36,0.05,3pm-6pm,11,8,0.37,17000,25,1,0.125,0,591,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-003673,Tariq Al-Dosari,1416245004,0528837856,2020-02-09,73,37,Male,Saudi,Riyadh,Government,Personal Finance,36000,8000,760,9.47,60,0,False,58,31-60 DPD,67,Worsening,5,0.41,0.59,0.4,29,9000,2,0,2,1,1,1,0.5,38,True,2026-03-30,1100,Human Agent,0.61,0.27,0.33,0.09,Before 9am,5,8,0.55,9200,25,1,0.083,0,525,False,False,False,False,False,False,AI + Human,Shahad Al-Maliki,AGT-016,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-003674,Nawaf Al-Shehri,1412822888,0522679630,2025-03-10,12,39,Male,Saudi,Riyadh,Government,Personal Finance,14000,9500,640,9.22,24,12,False,7,1-30 DPD,34,Stable,1,0.48,0.31,0.32,5,1000,0,400,0,0,0,0,,0,False,,0,,0.35,0.41,0.66,0.1,After 9pm,7,1,0.24,19000,29,5,0.034,0,572,False,False,False,False,False,False,AI + Human,Omar Al-Omari,AGT-017,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-003675,Talal Al-Bishi,1789543438,0596514501,2024-12-21,15,36,Male,Saudi,Jeddah,Private - Large,Gold Finance,36500,15500,3140,6.08,12,0,False,6,1-30 DPD,37,Improving,2,0.53,0.05,0.38,7,8500,0,2800,0,0,0,0,,0,False,,0,,0.66,0.12,0.18,0.01,3pm-6pm,5,4,0.6,21700,27,3,0.145,4,697,True,False,False,False,False,False,AI + Human,Abeer Al-Enazi,AGT-026,False,0,True,839,0.98,Low Risk,SMS,Pending
WAT-003676,Asma Al-Ghamdi,1197261839,0521130873,2023-10-17,29,32,Female,Saudi,Riyadh,Private - SME,Small Business Finance,95000,23000,2870,5.63,36,7,False,84,61-90 DPD,140,Stable,5,0.4,0.37,0.39,11,12500,3,0,7,4,3,0,0.57,17,False,,0,,0.37,0.25,0.47,0.16,12pm-3pm,22,8,0.27,13100,27,3,0.219,2,900,False,False,False,True,False,False,AI + Human,Fatima Al-Khaldi,AGT-020,False,0,False,758,0.833,Low Risk,SMS,Pending
WAT-003677,Yousef Al-Thubaiti,1991799947,0573535155,2024-05-26,21,36,Male,Saudi,Jeddah,Government,Auto Finance,109000,80000,2710,9.0,48,27,True,247,Write-off,293,Worsening,1,0.0,0.62,0.0,1,0,15,0,4,1,3,2,0.25,24,False,,0,,0.22,0.35,0.58,0.03,12pm-3pm,29,12,0.19,11200,25,1,0.242,1,482,False,False,False,False,False,True,Human Led,Rana Al-Shahrani,AGT-022,True,5,False,311,0.02,Very High Risk,Human Agent,Pending
WAT-003678,Ziyad Al-Qahtani,1708071928,0567741094,2022-04-22,47,41,Male,Saudi,Other,Private - Large,Personal Finance,35000,14500,1070,6.35,36,0,True,248,Write-off,303,Worsening,2,0.0,0.94,0.0,1,0,13,0,18,9,9,4,0.5,18,False,,0,,0.62,0.13,0.2,0.03,9am-12pm,30,18,0.54,13500,29,5,0.079,2,667,False,False,False,False,False,False,Human Led,Ghada Al-Bogami,AGT-024,False,0,True,311,0.02,Very High Risk,Human Agent,Pending
WAT-003679,Turki Al-Bishi,2532123868,0524903179,2024-10-30,16,31,Male,Expat-GCC,Riyadh,Private - SME,Personal Finance,91500,66500,2260,8.58,48,32,False,27,1-30 DPD,27,Worsening,1,0.78,0.35,0.68,12,18500,1,0,2,1,1,1,0.5,20,True,2026-03-25,4000,Human Agent,0.12,0.13,0.19,0.08,3pm-6pm,1,4,0.08,7900,26,2,0.286,4,577,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Pending
WAT-003680,Yousef Al-Khaldi,1267133166,0557328455,2021-06-27,56,51,Male,Saudi,Jeddah,Government,Personal Finance,24500,9000,750,6.36,36,0,False,177,NPA,201,Worsening,3,0.16,0.56,0.17,8,1000,3,0,10,4,6,1,0.4,6,False,,0,,0.4,0.34,0.51,0.03,After 9pm,27,20,0.31,7800,27,3,0.096,1,678,False,False,False,False,False,False,Human Led,Ghada Al-Bogami,AGT-024,True,20,False,348,0.088,Very High Risk,Human Agent,Pending
WAT-003681,Mishal Al-Mutairi,1954491727,0523392941,2023-01-26,37,39,Male,Saudi,Dammam,Semi-Government,Personal Finance,53000,16000,4640,9.19,12,0,True,117,NPA,142,Worsening,6,0.11,0.59,0.11,4,2000,8,0,8,0,8,4,0.0,29,False,,0,,0.21,0.04,0.05,0.02,12pm-3pm,12,19,0.17,15000,25,1,0.309,1,529,False,False,False,False,False,False,Human Led,Mohammed Al-Zahrani,AGT-005,True,10,False,311,0.02,Very High Risk,Human Agent,Pending
WAT-003682,Fahad Al-Harbi,1461468115,0511666551,2024-07-10,20,39,Male,Saudi,Riyadh,Military/Security,Personal Finance,49500,24000,1530,7.24,36,16,False,87,61-90 DPD,136,Worsening,2,0.32,0.22,0.33,6,3000,3,0,5,2,3,3,0.4,20,True,2026-04-06,1900,AI,0.52,0.29,0.53,0.02,6pm-9pm,18,5,0.45,4000,1,7,0.382,1,577,False,False,False,False,False,False,Human Led,Dina Al-Habdan,AGT-030,False,0,False,437,0.249,High Risk,AI Voice,Not Paid
WAT-003683,Ahmed Al-Qahtani,2274903397,0599851164,2021-04-02,59,36,Male,Expat-Arab,Jeddah,Government,Auto Finance,112500,25500,2780,8.7,48,0,True,77,61-90 DPD,78,Stable,6,0.56,0.44,0.4,33,36500,3,0,4,3,1,1,0.75,33,False,,0,,0.56,0.4,0.63,0.11,6pm-9pm,17,9,0.38,21200,1,7,0.131,4,642,False,False,False,False,False,False,Human Led,Adel Al-Thubaiti,AGT-021,False,0,False,758,0.833,Low Risk,SMS,Pending
WAT-003684,Maha Al-Qahtani,2337503980,0577685983,2020-07-23,68,36,Female,Expat-GCC,Riyadh,Private - SME,Personal Finance,30000,10500,920,6.64,36,0,False,86,61-90 DPD,113,Stable,5,0.5,0.55,0.54,34,17000,3,0,4,2,2,1,0.5,40,False,,0,,0.19,0.06,0.09,0.03,6pm-9pm,22,3,0.16,10800,1,7,0.085,2,680,False,False,False,False,False,False,Human Led,Reem Al-Dosari,AGT-010,False,0,False,475,0.319,High Risk,AI Voice,Pending
WAT-003685,Abdullah Al-Omari,1663348047,0543400681,2022-03-01,48,40,Male,Saudi,Riyadh,Military/Security,Personal Finance,12500,5000,390,7.59,36,0,False,4,1-30 DPD,9,Improving,2,0.7,0.34,0.77,33,10000,0,100,2,1,1,1,0.5,11,False,,0,,0.11,0.04,0.07,0.03,12pm-3pm,5,2,0.09,7500,1,7,0.052,2,618,False,False,False,False,False,False,AI + Human,Hessa Al-Ghamdi,AGT-006,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-003686,Hamad Al-Dosari,2370792898,0545728960,2019-09-27,77,50,Male,Expat-Other,Other,Private - Large,Small Business Finance,172500,14500,5320,6.98,36,0,False,90,61-90 DPD,119,Worsening,4,0.07,0.39,0.06,5,1500,4,0,6,3,3,0,0.5,19,True,2026-04-01,5900,Human Agent,0.4,0.48,0.83,0.07,Before 9am,4,6,0.31,12500,29,5,0.426,1,608,False,False,False,False,False,False,AI + Human,Nawaf Al-Anazi,AGT-011,False,0,False,430,0.236,High Risk,AI Voice,Pending
WAT-003687,Bader Al-Shehri,2907416531,0567439455,2021-05-22,58,41,Male,Expat-Asian,Riyadh,Government,Personal Finance,83000,39000,2110,10.04,48,0,False,60,31-60 DPD,73,Stable,6,0.72,0.14,0.48,41,41500,1,0,4,2,2,1,0.5,5,False,,0,,0.23,0.03,0.03,0.23,6pm-9pm,2,7,0.2,4900,1,7,0.431,0,513,False,True,False,False,False,False,Human Led,Mohammed Al-Zahrani,AGT-005,False,0,False,797,0.903,Low Risk,SMS,Paid
WAT-003688,Hind Al-Ruwaili,1998318949,0568680477,2020-08-01,67,40,Female,Saudi,Jeddah,Private - SME,Home Finance,679500,497500,4890,6.06,240,173,True,83,61-90 DPD,126,Improving,4,0.57,0.39,0.41,38,76000,3,0,2,1,1,1,0.5,44,False,,0,,0.28,0.77,1.0,0.13,6pm-9pm,13,12,0.19,8600,1,7,0.569,2,497,False,False,False,False,False,False,AI + Human,Hamad Al-Asmari,AGT-023,False,0,False,673,0.679,Medium Risk,WhatsApp,Pending
WAT-003689,Abdullah Al-Shehri,1977578732,0517695769,2021-03-23,60,40,Male,Saudi,Dammam,Private - Large,Auto Finance,97000,11000,4400,8.2,24,0,True,35,31-60 DPD,60,Worsening,6,0.37,0.47,0.31,22,30000,1,0,1,0,1,0,0.0,23,False,,0,,0.48,0.7,0.87,0.04,12pm-3pm,5,6,0.39,11600,27,3,0.379,3,595,False,False,False,False,False,False,AI + Human,Khaled Al-Otaibi,AGT-003,False,0,False,812,0.931,Low Risk,SMS,Pending
WAT-003690,Khalid Al-Ghamdi,1364858236,0531049127,2020-12-10,63,44,Male,Saudi,Dammam,Government,Auto Finance,51000,14000,1280,9.36,48,0,True,15,1-30 DPD,49,Worsening,2,0.74,0.21,0.63,46,37000,1,0,1,0,1,1,0.0,8,False,,0,,0.59,0.25,0.31,0.04,3pm-6pm,3,1,0.38,7700,1,7,0.166,5,658,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,836,0.974,Low Risk,SMS,Paid
WAT-003691,Mishal Al-Juhani,1449857715,0516552548,2023-09-05,30,33,Male,Saudi,Other,Semi-Government,Auto Finance,105000,65500,2550,7.82,48,18,True,43,31-60 DPD,98,Worsening,5,0.41,0.25,0.39,12,12000,2,0,3,1,2,2,0.33,5,False,,0,,0.44,0.13,0.15,0.12,12pm-3pm,8,4,0.42,11500,1,7,0.222,3,677,True,True,False,False,False,False,Human Led,Reem Al-Dosari,AGT-010,False,0,False,403,0.188,High Risk,AI Voice,Pending
WAT-003692,Nawaf Al-Shahrani,1414542484,0548662675,2020-07-17,68,39,Male,Saudi,Riyadh,Government,Home Finance,236000,189000,1990,9.04,300,232,True,165,NPA,219,Stable,3,0.1,0.54,0.09,6,1000,9,0,6,0,6,0,0.0,21,True,2026-04-07,1100,AI,0.69,0.11,0.2,0.01,3pm-6pm,58,21,0.59,10600,26,2,0.188,1,472,False,False,False,False,False,False,Human Led,Reem Al-Dosari,AGT-010,True,20,False,332,0.058,Very High Risk,Human Agent,Not Paid
WAT-003693,Majed Al-Mutairi,1877255257,0542990984,2019-03-31,83,43,Male,Saudi,Jeddah,Private - Large,Auto Finance,78000,10000,1300,6.25,72,0,True,142,NPA,201,Worsening,3,0.26,0.39,0.21,21,5500,3,0,3,0,3,2,0.0,27,False,,0,,0.02,0.45,0.74,0.15,3pm-6pm,54,6,0.01,12200,25,1,0.107,4,613,False,False,False,False,False,True,Human Led,Faisal Al-Rashidi,AGT-001,True,15,True,329,0.052,Very High Risk,Human Agent,Not Paid
WAT-003694,Mona Al-Qahtani,1631695084,0574518474,2022-10-29,40,33,Female,Saudi,Dammam,Private - Large,Personal Finance,157000,67000,3260,8.97,60,20,False,52,31-60 DPD,108,Worsening,4,0.43,0.28,0.45,17,25000,1,0,2,1,1,0,0.5,11,False,,0,,0.16,0.51,0.67,0.2,3pm-6pm,11,6,0.1,9800,1,7,0.333,2,699,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,799,0.908,Low Risk,SMS,Paid
WAT-003695,Sara Al-Anazi,1250841064,0567090226,2022-07-06,44,35,Female,Saudi,Makkah,Private - Large,Personal Finance,151500,19500,4830,9.11,36,0,False,53,31-60 DPD,90,Worsening,4,0.6,0.2,0.52,26,65500,1,0,4,3,1,0,0.75,7,False,,0,,0.24,0.32,0.49,0.21,9am-12pm,5,8,0.18,10300,1,7,0.469,2,460,True,False,False,False,False,False,AI Only,N/A,N/A,True,10,False,685,0.7,Medium Risk,WhatsApp,Not Paid
WAT-003696,Amal Al-Omari,1272041590,0595328608,2019-04-17,83,57,Female,Saudi,Madinah,Semi-Government,Personal Finance,22000,4500,690,8.38,36,0,False,12,1-30 DPD,50,Improving,2,0.61,0.41,0.53,50,18500,0,300,1,0,1,1,0.0,30,False,,0,,0.68,0.2,0.25,0.26,6pm-9pm,4,3,0.63,10800,27,3,0.064,2,499,False,False,True,False,False,False,AI Only,N/A,N/A,False,0,True,839,0.98,Low Risk,SMS,Paid
WAT-003697,Rayan Al-Zahrani,1189032611,0584651321,2020-04-28,70,29,Male,Saudi,Riyadh,Semi-Government,Auto Finance,31500,12000,1010,9.49,36,0,True,20,1-30 DPD,71,Worsening,2,0.48,0.17,0.5,33,16500,0,1000,2,1,1,1,0.5,13,False,,0,,0.54,0.21,0.38,0.02,3pm-6pm,4,4,0.41,10600,25,1,0.095,3,619,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Pending
WAT-003698,Turki Al-Dosari,1698980409,0533288714,2023-06-01,33,44,Male,Saudi,Riyadh,Government,Personal Finance,32500,14500,1010,7.59,36,3,True,273,Write-off,296,Worsening,1,0.11,0.62,0.09,3,500,6,0,8,3,5,1,0.38,17,False,,0,,0.37,0.16,0.3,0.17,3pm-6pm,31,9,0.3,10700,30,6,0.094,4,690,False,False,False,False,False,False,Human Led,Reem Al-Dosari,AGT-010,True,25,False,311,0.02,Very High Risk,Human Agent,Pending
WAT-003699,Maha Al-Mutairi,1674798461,0595282958,2020-04-19,71,46,Female,Saudi,Riyadh,Private - SME,Home Finance,361000,194000,4710,9.69,120,49,True,19,1-30 DPD,33,Worsening,0,0.72,0.28,0.65,51,156000,0,3900,2,1,1,0,0.5,34,False,,0,,0.75,0.51,0.78,0.02,9am-12pm,7,1,0.63,9200,26,2,0.512,3,646,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-003700,Waleed Al-Zahrani,1310789724,0587073262,2019-05-03,82,41,Male,Saudi,Other,Military/Security,Small Business Finance,188000,13000,8330,5.94,24,0,False,27,1-30 DPD,72,Improving,1,1.0,0.27,1.06,82,724000,0,2800,1,0,1,0,0.0,21,False,,0,,0.53,0.11,0.19,0.03,6pm-9pm,3,2,0.33,19700,1,7,0.423,1,659,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,826,0.957,Low Risk,SMS,Paid
WAT-003701,Nasser Al-Dosari,1702725589,0585509676,2022-03-11,48,45,Male,Saudi,Makkah,Private - Large,Personal Finance,46000,14500,1430,7.56,36,0,False,43,31-60 DPD,76,Stable,1,0.45,0.34,0.37,21,11000,2,0,3,2,1,1,0.67,38,False,,0,,0.31,0.53,0.98,0.17,6pm-9pm,4,4,0.21,9500,30,6,0.151,0,744,False,False,False,False,True,False,AI Only,N/A,N/A,False,0,False,829,0.961,Low Risk,SMS,Pending
WAT-003702,Ibrahim Al-Balawi,1577345112,0552047250,2023-12-13,27,46,Male,Saudi,Riyadh,Private - SME,Personal Finance,65000,17500,2910,7.02,24,0,False,46,31-60 DPD,59,Stable,4,0.45,0.17,0.49,12,17000,2,0,3,2,1,1,0.67,33,False,,0,,0.23,0.37,0.43,0.35,Before 9am,14,3,0.15,6400,25,1,0.455,0,598,False,False,False,False,False,False,Human Led,Ghada Al-Bogami,AGT-024,True,5,False,832,0.967,Low Risk,SMS,Paid
WAT-003703,Rayan Al-Shahrani,1893990690,0545518420,2023-01-26,37,28,Male,Saudi,Dammam,Semi-Government,Auto Finance,119500,68500,2840,6.56,48,11,True,9,1-30 DPD,51,Improving,0,0.58,0.34,0.48,21,28500,1,0,1,0,1,1,0.0,14,True,2026-03-28,2400,Human Agent,0.23,0.33,0.47,0.01,12pm-3pm,1,1,0.22,8300,1,7,0.342,1,519,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,731,0.783,Low Risk,SMS,Pending
WAT-003704,Khalid Al-Maliki,1695095056,0524309057,2025-03-24,11,32,Male,Saudi,Jeddah,Semi-Government,Small Business Finance,20000,13000,920,9.3,24,13,True,43,31-60 DPD,82,Stable,2,0.21,0.21,0.17,2,500,1,0,4,1,3,3,0.25,5,False,,0,,0.19,0.08,0.09,0.04,12pm-3pm,10,3,0.12,15300,1,7,0.06,1,619,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,True,458,0.287,High Risk,AI Voice,Pending
WAT-003705,Hamad Al-Mutairi,1800586190,0584622083,2024-08-01,19,32,Male,Saudi,Dammam,Government,Home Finance,282000,243500,3310,7.27,120,101,True,18,1-30 DPD,45,Stable,2,0.83,0.36,0.82,15,40500,1,0,0,0,0,0,,0,False,,0,,0.69,0.13,0.21,0.04,12pm-3pm,6,2,0.58,13300,1,7,0.249,1,620,False,False,False,True,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-003706,Sultan Al-Bogami,1174997561,0579681476,2019-05-02,82,36,Male,Saudi,Riyadh,Semi-Government,Home Finance,490500,388500,4180,8.26,240,158,True,132,NPA,184,Worsening,3,0.25,0.47,0.27,20,22500,6,0,10,6,4,2,0.6,12,True,2026-04-13,6000,Human Agent,0.58,0.5,0.6,0.08,3pm-6pm,15,16,0.42,9500,1,7,0.44,1,611,True,False,False,False,False,False,Human Led,Ziyad Al-Zahrani,AGT-025,True,5,False,311,0.02,Very High Risk,Human Agent,Not Paid
WAT-003707,Ibrahim Al-Thubaiti,1810190624,0542279493,2020-10-01,65,23,Male,Saudi,Other,Private - Large,Personal Finance,46500,19000,960,8.77,60,0,False,13,1-30 DPD,30,Stable,2,0.55,0.26,0.49,35,16500,1,0,2,0,2,2,0.0,3,True,2026-04-02,1400,Human Agent,0.29,0.35,0.48,0.03,6pm-9pm,0,2,0.27,10600,27,3,0.091,0,751,True,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,830,0.964,Low Risk,SMS,Pending
WAT-003708,Majed Al-Harbi,1123588585,0590567425,2021-12-18,51,22,Male,Saudi,Madinah,Government,Personal Finance,31500,4500,2720,6.36,12,0,False,46,31-60 DPD,74,Improving,1,0.64,0.48,0.69,32,60000,2,0,4,2,2,2,0.5,27,False,,0,,0.61,0.34,0.52,0.03,6pm-9pm,10,6,0.47,10700,1,7,0.254,4,510,False,False,False,False,False,False,AI + Human,Waleed Al-Bishi,AGT-019,False,0,False,808,0.923,Low Risk,SMS,Paid
WAT-003709,Omar Al-Khaldi,1582712947,0568348793,2022-11-27,39,35,Male,Saudi,Madinah,Private - SME,Home Finance,814500,735000,5970,6.29,240,201,True,2,1-30 DPD,46,Stable,1,0.63,0.4,0.62,24,89000,1,0,0,0,0,0,,0,True,2026-04-06,9100,AI,0.14,0.12,0.2,0.02,9am-12pm,6,2,0.1,9800,25,1,0.609,2,682,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-003710,Sultan Al-Ruwaili,1777806665,0584804036,2023-06-26,32,32,Male,Saudi,Riyadh,Government,Auto Finance,81500,47500,2000,8.23,48,16,True,10,1-30 DPD,53,Improving,1,1.0,0.41,0.79,32,50500,1,0,1,0,1,1,0.0,33,True,2026-04-08,3800,Human Agent,0.56,0.38,0.6,0.2,After 9pm,1,4,0.39,13600,1,7,0.147,0,769,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-003711,Mansour Al-Dosari,1593303787,0562433281,2022-06-22,45,35,Male,Saudi,Madinah,Military/Security,Personal Finance,61500,16000,1910,7.38,36,0,True,44,31-60 DPD,51,Worsening,4,0.54,0.17,0.43,24,19500,1,0,2,0,2,1,0.0,4,False,,0,,0.31,0.36,0.62,0.12,12pm-3pm,1,2,0.29,8500,1,7,0.225,2,604,False,False,False,False,False,False,AI + Human,Fatima Al-Khaldi,AGT-020,False,0,False,668,0.669,Medium Risk,WhatsApp,Pending
WAT-003712,Najla Al-Asmari,1239179066,0511613963,2024-08-25,18,25,Female,Saudi,Qassim,Private - Large,Personal Finance,30500,12000,1400,9.64,24,6,True,32,31-60 DPD,42,Worsening,2,0.71,0.08,0.55,12,9000,1,0,4,2,2,2,0.5,8,True,2026-04-10,2200,Human Agent,0.26,0.32,0.41,0.01,12pm-3pm,7,8,0.24,8600,30,6,0.163,1,687,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,794,0.898,Low Risk,SMS,Paid
WAT-003713,Sultan Al-Thubaiti,1256734095,0589535252,2022-08-14,43,48,Male,Saudi,Riyadh,Retired,Personal Finance,40000,18500,1270,8.7,36,0,False,65,61-90 DPD,106,Stable,1,0.47,0.56,0.33,20,8500,3,0,3,2,1,1,0.67,8,True,2026-04-02,2100,AI,0.37,0.46,0.58,0.04,9am-12pm,17,6,0.27,4400,27,3,0.289,1,664,False,False,False,False,False,False,Human Led,Hamad Al-Asmari,AGT-023,False,0,False,830,0.964,Low Risk,SMS,Paid
